target,feature,n_group_0,n_group_1,mean_group_0,mean_group_1,median_group_0,median_group_1,std_group_0,std_group_1,mean_difference,median_difference,t_stat,p_value,cohen_d,effect_magnitude,direction,p_fdr,significant_fdr,remember_subject_count,remember_subject_effect_mean,remember_subject_effect_median,remember_subject_effect_std,remember_positive_fraction,remember_negative_fraction,remember_direction_consistency,remember_direction,remember_robustness_class,correct_subject_count,correct_subject_effect_mean,correct_subject_effect_median,correct_subject_effect_std,correct_positive_fraction,correct_negative_fraction,correct_direction_consistency,correct_direction,correct_robustness_class,overall_robustness_class,scientific_rank,scientific_priority_score,robustness_class,fdr_significant,subject_robustness_available,target_subject_count,target_direction_consistency,target_direction,target_robustness_class,abs_cohen_d,scientific_evidence_class,subject_vs_statistical_direction,final_scientific_priority_score,final_scientific_rank
correct,alpha_beta_parietal_ratio,1059,20008,7.559328819946231,8.542842623178089,5.407454733288842,5.896268726534624,7.37934077319379,8.219609024502853,0.9835138032318582,0.488813993245782,4.201455187952607,2.848251636495596e-05,0.1202418218023179,negligible,positive,0.0001063347277625,True,22.0,-0.0088998782477433,-0.0071468796309285,0.1426602702448964,0.4090909090909091,0.5909090909090909,0.5909090909090909,negative,weak,17.0,0.0371328330699508,0.0382750490663845,0.1867175886361358,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,20,0.4082176396220861,not_available,True,True,17.0,0.5882352941176471,positive,weak,0.1202418218023179,weak_replicated,agreement,7.0,2.0
correct,theta_parietal,1059,20008,2.305587252193009,2.9308820045937525,1.0445502415118426,1.3325680341355033,4.162152707768499,5.290287353976438,0.6252947524007433,0.2880177926236607,4.692431300025166,2.9978949276849037e-06,0.1193441987749964,negligible,positive,1.2914008919258045e-05,True,22.0,-0.0107984797255205,0.0151709516428865,0.1177219028773019,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.0815579197743975,0.1098504300048916,0.2090348371121713,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,21,0.4074097788974967,not_available,True,True,17.0,0.6470588235294118,positive,weak,0.1193441987749964,weak_replicated,agreement,7.0,2.0
correct,alpha_beta_ratio,1059,20008,4.44795868236746,4.986200218096953,3.058741327547175,3.470083792818456,4.789411469669871,4.825895982705115,0.538241535729493,0.4113424652712805,3.562678697729061,0.000381800127919,0.1115741527988019,negligible,positive,0.0009296003114551,True,22.0,-0.0049461318247157,1.643148696604986e-05,0.1389065291916441,0.5,0.5,0.5,mixed,mixed,17.0,0.0461803906299056,0.027962344081358,0.3000689208728265,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,23,0.4004167375189217,not_available,True,True,17.0,0.6470588235294118,positive,weak,0.1115741527988019,weak_replicated,agreement,7.0,2.0
correct,gamma_frontoparietal_ratio,1059,20008,4.2350290522799945,3.655334085047504,2.5288686630490886,1.6797818921195058,5.570120996384805,5.1995690760825415,-0.5796949672324905,-0.8490867709295828,-3.3112497799609337,0.0009574612765163,-0.1110780447761194,negligible,negative,0.0020622242878812,True,22.0,0.0260232402428549,-0.035361980038823,0.2505133871276597,0.4090909090909091,0.5909090909090909,0.5909090909090909,negative,weak,17.0,0.0009702615712471,-0.1482127749572843,0.3868091289098094,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,24,0.3999702402985075,not_available,True,True,17.0,0.5882352941176471,negative,weak,0.1110780447761194,weak_replicated,agreement,7.0,2.0
correct,theta_beta_ratio,1059,20008,5.493911954938681,6.291705080550554,3.4068693718544467,3.972222741917045,6.342670931742388,7.470614067283957,0.7977931256118733,0.5653533700625983,3.950751104674228,8.237550091956377e-05,0.1075474890702915,negligible,positive,0.0002196680024521,True,22.0,0.004779497052755,0.0087520573773678,0.1049825182098708,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.0524425815804726,0.0847662864916092,0.3137039530896349,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,25,0.3967927401632623,not_available,True,True,17.0,0.5882352941176471,positive,weak,0.1075474890702915,weak_replicated,agreement,7.0,2.0
correct,alpha_temporal,1059,20008,1.1847106409695654,1.3850773742871143,0.613016713714967,0.6987007341947108,1.8932778125475511,2.0057432285320704,0.2003667333175489,0.0856840204797437,3.346019659007061,0.0008454520741474,0.100171074318177,negligible,positive,0.001972721506344,True,22.0,0.0162968696228716,0.025018799178911,0.0970860300322215,0.6818181818181818,0.3181818181818182,0.6818181818181818,positive,moderate,17.0,0.0272486358929177,0.0259348503649758,0.1769982665570434,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,moderate,29,0.3901539668863593,not_available,True,True,17.0,0.5882352941176471,positive,weak,0.100171074318177,weak_replicated,agreement,7.0,2.0
correct,beta_temporal,1059,20008,0.2828101388752191,0.3891441210972583,0.206783283865517,0.2336931596784688,0.3039105370997847,0.4976273015655859,0.1063339822220392,0.0269098758129518,10.65512627192095,1.576156117433395e-25,0.2171282757930247,small,positive,4.4132371288135055e-24,True,22.0,-0.0615807150903195,0.0123711741000296,0.343407308798852,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.0020193839783318,0.0030800889060386,0.2078441837455416,0.5294117647058824,0.4705882352941176,0.5294117647058824,positive,mixed,weak,3,0.4954154482137222,not_available,True,True,17.0,0.5294117647058824,positive,mixed,0.2171282757930247,significant_but_inconsistent,agreement,6.0,3.0
correct,theta_rel,1059,20008,0.2325931932349373,0.2573315718389534,0.2111697214930472,0.2350614114945201,0.1250263311024991,0.1275860862263656,0.0247383786040161,0.0238916900014729,6.268550715813226,5.104154664632964e-10,0.1940892963849802,negligible,positive,4.763877686990766e-09,True,22.0,-0.0145365504845545,-0.0051443364529071,0.1239589740523093,0.4545454545454545,0.5454545454545454,0.5454545454545454,negative,mixed,17.0,0.0867910663605451,0.0267486725345396,0.3271216947006907,0.5294117647058824,0.4705882352941176,0.5294117647058824,positive,mixed,mixed_weak,5,0.4746803667464822,not_available,True,True,17.0,0.5294117647058824,positive,mixed,0.1940892963849802,significant_but_inconsistent,agreement,6.0,3.0
correct,alpha_central,1059,20008,1.023787324842088,1.3151591300007113,0.4880617107911881,0.5945635151894912,1.5643378036978308,1.8967972388876284,0.2913718051586234,0.1065018043983031,5.838381936701799,6.738738423844696e-09,0.1548613622822838,negligible,positive,4.1929927970589225e-08,True,22.0,-0.0150158622228335,-0.0150111942816996,0.1283688013368238,0.4545454545454545,0.5454545454545454,0.5454545454545454,negative,mixed,17.0,0.0424679598750947,0.0177681990916285,0.1878224523535868,0.5294117647058824,0.4705882352941176,0.5294117647058824,positive,mixed,mixed_weak,8,0.4393752260540554,not_available,True,True,17.0,0.5294117647058824,positive,mixed,0.1548613622822838,significant_but_inconsistent,agreement,6.0,3.0
correct,theta_frontoparietal_ratio,1059,20008,0.9615093347282856,0.8656380938191695,0.7608401254501825,0.6811663013591982,0.7358048103993945,0.6634199380077775,-0.095871240909116,-0.0796738240909843,-4.151699087112564,3.543647850067478e-05,-0.1436826853394754,negligible,negative,0.0001240276747523,True,22.0,0.007059147266353,0.0123552143232427,0.1178773498353339,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,-0.0387700488042177,-0.0184003772783559,0.1319008647886554,0.4705882352941176,0.5294117647058824,0.5294117647058824,negative,mixed,mixed_weak,10,0.4293144168055278,not_available,True,True,17.0,0.5294117647058824,negative,mixed,0.1436826853394754,significant_but_inconsistent,agreement,6.0,3.0
correct,beta_abs,1059,20008,0.3275863027432677,0.3600098331015069,0.2922746307325617,0.3005269039990337,0.3298249717884696,0.3314115275293761,0.0324235303582391,0.008252273266472,3.116879384107149,0.0018721550892285,0.0978581244466391,negligible,positive,0.0033819575805418,True,22.0,0.0118828398849201,0.0064287775629291,0.1218529682992227,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.0006445398145583,0.022617076858297,0.2999088933466001,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,32,0.3880723120019752,not_available,True,True,17.0,0.5882352941176471,positive,weak,0.0978581244466391,weak_replicated,agreement,6.0,3.0
correct,beta_frontoparietal_ratio,1059,20008,1.7679985410962409,1.5891910824230326,1.2462087316533097,0.9353212057919228,2.040134848192246,2.034047795105387,-0.178807458673208,-0.3108875258613868,-2.7799710774218607,0.0055233406112999,-0.0878939764907035,negligible,negative,0.0085918631731332,True,22.0,0.0099956186603657,0.0250422045529727,0.1581891824320837,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,-0.0452594589488374,-0.0780281715566495,0.3546062538488824,0.3529411764705882,0.6470588235294118,0.6470588235294118,negative,weak,weak,34,0.3791045788416332,not_available,True,True,17.0,0.6470588235294118,negative,weak,0.0878939764907035,weak_replicated,agreement,6.0,3.0
correct,beta_occipital,1059,20008,0.4346150702633564,0.4715763372370865,0.329553108125756,0.3345917897434766,0.4443441825152349,0.5407349907374094,0.03696126697373,0.0050386816177206,2.6066864955924167,0.009252837907202,0.0689181029967217,negligible,positive,0.0140042952109003,True,22.0,-0.0113323067906554,0.010083622287565,0.10972234743933,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,0.0562219765291697,0.075512730773342,0.3285323941092357,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,37,0.3620262926970495,not_available,True,True,17.0,0.5882352941176471,positive,weak,0.0689181029967217,weak_replicated,agreement,6.0,3.0
correct,theta_alpha_parietal_ratio,1059,20008,1.3583158108832687,1.4445347780083753,0.992819805539837,1.024125753667016,1.280285025445438,1.5407776410381198,0.0862189671251065,0.0313059481271791,2.112054858077687,0.0348835632970131,0.0563982204593509,negligible,positive,0.0488369886158184,True,22.0,0.0181156212203537,-0.0151935362404102,0.1330299133616638,0.4545454545454545,0.5454545454545454,0.5454545454545454,negative,mixed,17.0,0.0576070598231411,0.0484739848887195,0.1923163828450809,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,39,0.3507583984134158,not_available,True,True,17.0,0.5882352941176471,positive,weak,0.0563982204593509,weak_replicated,agreement,6.0,3.0
correct,theta_alpha_occipital_ratio,1059,20008,1.6724515781258793,1.8355614994811,0.9802415310623648,0.984306794289503,2.167709323595385,2.9412567251459247,0.1631099213552205,0.0040652632271381,2.3374163967642576,0.0195717891216527,0.056103224729366,negligible,positive,0.0288426366003303,True,22.0,0.019958592202797,-0.0003951778382678,0.0885949826535195,0.5,0.5,0.5,mixed,mixed,17.0,0.078780430655667,0.0375691400620294,0.1784651792808863,0.5882352941176471,0.4117647058823529,0.5882352941176471,positive,weak,weak,40,0.3504929022564294,not_available,True,True,17.0,0.5882352941176471,positive,weak,0.056103224729366,weak_replicated,agreement,6.0,3.0
correct,memory_cond,1059,20008,5.547686496694995,4.984306277489004,5.0,5.0,1.608796069696936,1.6231547946933282,-0.5633802192059907,0.0,-11.100778622748548,2.6822666434454668e-27,-0.3472432767384936,small,negative,1.5020693203294614e-25,True,,,,,,,,,,,,,,,,,,,,1,0.6125189490646442,not_available,True,False,,,,,0.3472432767384936,statistical_only,not_available,5.0,4.0
correct,delta_frontoparietal_diff,1059,20008,3.052979816942811,1.5334688735747906,0.0001085160439868,-2.993234881037919e-05,15.25456706114462,10.8934484372506,-1.5195109433680205,-0.0001384483927971,-3.1986634691713904,0.0014195169546128,-0.1362394741852295,negligible,negative,0.0029074766612216,True,22.0,-0.0088917986654164,-0.0035818687385868,0.0833683934062379,0.4545454545454545,0.5454545454545454,0.5454545454545454,negative,mixed,17.0,0.0627843531353025,0.0965889029100864,0.1483474735535856,0.7058823529411765,0.2941176470588235,0.7058823529411765,positive,moderate,moderate,11,0.4226155267667065,not_available,True,True,17.0,0.7058823529411765,positive,moderate,0.1362394741852295,moderate_replicated,disagreement,5.0,4.0
correct,theta_frontoparietal_diff,1059,20008,-0.6745373228121586,-0.9753159822255484,-0.109844360947468,-0.2513247304539397,2.444583008276121,3.095500243326052,-0.3007786594133896,-0.1414803695064717,-3.844162559734912,0.0001270764127851,-0.0980979543414767,negligible,negative,0.000323467232544,True,22.0,0.0072164044764523,0.0012829558183184,0.1255770704033972,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,0.0061598328550241,-0.0620817786206806,0.151810708404082,0.4705882352941176,0.5294117647058824,0.5294117647058824,negative,mixed,mixed_weak,31,0.388288158907329,not_available,True,True,17.0,0.5294117647058824,negative,mixed,0.0980979543414767,significant_but_inconsistent,agreement,5.0,4.0
correct,alpha_beta_occipital_ratio,1059,20008,7.870757976968185,8.77865311202578,4.412732252026363,4.914993844084384,9.901325432287116,11.719703108991842,0.9078951350575944,0.5022615920580202,2.8791010796211967,0.0040576913265373,0.078030347565542,negligible,positive,0.0064923061224597,True,22.0,-0.010147514905164,0.0075259452461013,0.1096482868230326,0.5454545454545454,0.4545454545454545,0.5454545454545454,positive,mixed,17.0,-0.036713842508474,0.0245095354919788,0.247436655780405,0.5294117647058824,0.4705882352941176,0.5294117647058824,positive,mixed,mixed_weak,35,0.3702273128089878,not_available,True,True,17.0,0.5294117647058824,positive,mixed,0.078030347565542,significant_but_inconsistent,agreement,5.0,4.0
correct,gamma_temporal,1059,20008,0.1135232011682079,0.1960199075875907,0.0502662104444622,0.063703814192752,0.2436388360371496,0.3720842005226344,0.0824967064193827,0.0134376037482898,10.395890960129725,2.147591775797726e-24,0.2249658894032735,small,positive,4.008837981489088e-23,True,22.0,-0.0565181796486692,0.0202704899014949,0.3493310858182992,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,-0.0368005532858521,-0.1385081681207297,0.3972402157267838,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,2,0.5024693004629461,not_available,True,True,17.0,0.5882352941176471,negative,weak,0.2249658894032735,weak_replicated,disagreement,4.0,5.0
correct,delta_abs,1059,20008,5.385088971526914,3.9411313879280176,1.9447458753481093,1.8532234972235948,15.904127973746236,10.633306405815068,-1.443957583598896,-0.0915223781245144,-2.9202144897790414,0.0035686951792311,-0.1317639434412088,negligible,negative,0.0058778508834395,True,22.0,0.0072287228564156,-0.0031531389258265,0.0982734110554901,0.5,0.5,0.5,mixed,mixed,17.0,0.0500998314822681,0.0751932060962368,0.1461365662717453,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,13,0.4185875490970879,not_available,True,True,17.0,0.6470588235294118,positive,weak,0.1317639434412088,weak_replicated,disagreement,4.0,5.0
correct,gamma_parietal,1059,20008,0.065223980021049,0.0787938423540967,0.0490626903487014,0.0581455403515245,0.073800163997674,0.1107634435490851,0.0135698623330476,0.0090828500028231,5.655971644811494,1.896396451502325e-08,0.1242595828151386,negligible,positive,1.0619820128413021e-07,True,22.0,0.0189420586857763,0.0202688948801176,0.1359139147136409,0.6363636363636364,0.3636363636363636,0.6363636363636364,positive,weak,17.0,-0.0595886252238728,-0.1006162409118598,0.3875455348607829,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,17,0.4118336245336247,not_available,True,True,17.0,0.5882352941176471,negative,weak,0.1242595828151386,weak_replicated,disagreement,4.0,5.0
correct,delta_parietal,1059,20008,3.772238194453728,3.040661491318321,1.887914082660357,1.7248836295874828,7.701455738626258,5.933544521495236,-0.7315767031354068,-0.1630304530728743,-3.0438112879916424,0.0023902415828268,-0.1212282540480741,negligible,negative,0.0041829227699469,True,22.0,0.0076680929570523,-0.0127862519011169,0.1016395423390251,0.4090909090909091,0.5909090909090909,0.5909090909090909,negative,weak,17.0,0.0421458907380785,0.0816931621013528,0.1259700051732963,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,19,0.4091054286432666,not_available,True,True,17.0,0.6470588235294118,positive,weak,0.1212282540480741,weak_replicated,disagreement,4.0,5.0
correct,gamma_occipital,1059,20008,0.0999053705470938,0.1131454845566236,0.0805149667519542,0.0848295985048592,0.1023366398489485,0.1275592328656856,0.0132401140095298,0.004314631752905,4.0471367137626,5.505991443534681e-05,0.1047373741240041,negligible,positive,0.0001541677604189,True,22.0,0.0230310904732668,0.0133513575859867,0.0978360629189193,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,-0.0894587959324887,-0.0548388597736076,0.3848998847228865,0.3529411764705882,0.6470588235294118,0.6470588235294118,negative,weak,weak,26,0.3942636367116037,not_available,True,True,17.0,0.6470588235294118,negative,weak,0.1047373741240041,weak_replicated,disagreement,4.0,5.0
correct,alpha_abs,1059,20008,1.5920737336602493,1.865859962254428,0.8401587647960757,0.9797968310771468,2.721546304423211,2.705341134704561,0.2737862285941788,0.1396380662810711,3.1913466946431046,0.0014537383306108,0.1011715846421198,negligible,positive,0.0029074766612216,True,22.0,-0.0042250807189996,0.0240140475402839,0.1410514771988568,0.6363636363636364,0.3636363636363636,0.6363636363636364,positive,weak,17.0,0.0039771690848747,-0.0314873277469293,0.2358383306446129,0.4117647058823529,0.5882352941176471,0.5882352941176471,negative,weak,weak,28,0.3910544261779078,not_available,True,True,17.0,0.5882352941176471,negative,weak,0.1011715846421198,weak_replicated,disagreement,4.0,5.0
correct,alpha_frontoparietal_ratio,1059,20008,0.5884908981784834,0.568431065140019,0.5044348214626597,0.480124144530659,0.3700377896835199,0.392117422294702,-0.0200598330384644,-0.0243106769320007,-1.713927055130936,0.0868031339206567,-0.0512989091636434,negligible,negative,0.115737511894209,False,22.0,0.0122766388643232,-0.0108589417481033,0.115933650765154,0.4545454545454545,0.5454545454545454,0.5454545454545454,negative,mixed,17.0,-0.0705934872071695,-0.0935569508164402,0.2209857381499035,0.2941176470588235,0.7058823529411765,0.7058823529411765,negative,moderate,moderate,43,0.046169018247279,not_available,False,True,17.0,0.7058823529411765,negative,moderate,0.0512989091636434,moderately_consistent,agreement,4.0,5.0
correct,delta_central,1059,20008,1.9520497915337744,1.5912508099177396,1.1361888343582678,1.025525717034658,3.4805847153955543,2.655394016256188,-0.3607989816160346,-0.1106631173236096,-3.3225570645943896,0.0009206806685264,-0.1334880864554219,negligible,negative,0.0020622242878812,True,22.0,-0.0022428497844105,-0.0058486340347987,0.096834868017401,0.4545454545454545,0.5454545454545454,0.5454545454545454,negative,mixed,17.0,0.0159472314857199,0.053237904630791,0.1668033133563518,0.5294117647058824,0.4705882352941176,0.5294117647058824,positive,mixed,mixed_weak,12,0.4201392778098797,not_available,True,True,17.0,0.5294117647058824,positive,mixed,0.1334880864554219,significant_but_inconsistent,disagreement,3.0,6.0
correct,alpha_frontal,1059,20008,1.0837893013379056,1.2599437016328603,0.5857865071314567,0.6666552918051607,1.7635959279661235,1.7708221704455092,0.1761544002949546,0.0808687846737039,3.16703792214339,0.0015796926762239,0.099496406033894,negligible,positive,0.0029946881408546,True,22.0,-0.0030707927750683,0.0310583704474831,0.1082465587138514,0.5909090909090909,0.4090909090909091,0.5909090909090909,positive,weak,17.0,-0.0117935947338535,-0.0626760015310623,0.2438905060196912,0.3529411764705882,0.6470588235294118,0.6470588235294118,negative,weak,weak,30,0.3895467654305046,not_available,True,True,17.0,0.6470588235294118,negative,weak,0.099496406033894,weak_replicated,disagreement,3.0,6.0
correct,delta_frontoparietal_ratio,1059,20008,1.3653281424165298,1.2958002906109467,1.0237731642555958,0.9829777258862789,1.0157831784273434,1.22007255979228,-0.069527851805583,-0.0407954383693169,-2.146975824099827,0.0319909720903931,-0.0574309172897982,negligible,negative,0.0459357547964619,True,22.0,-0.0085554372937001,0.0055259200325376,0.0843500236524558,0.5,0.5,0.5,mixed,mixed,17.0,0.0076183626370432,0.0767235494216667,0.2102876425156623,0.6470588235294118,0.3529411764705882,0.6470588235294118,positive,weak,weak,38,0.3516878255608183,not_available,True,True,17.0,0.6470588235294118,positive,weak,0.0574309172897982,weak_replicated,disagreement,3.0,6.0
